project_id,reporting_month,project_length_km,original_contract_value_inr_cr,planned_duration_months,months_since_start,state,project_type,contractor,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_cost_to_date_inr_cr,actual_expenditure_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,contractor_productivity_factor,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,expenditure_gap_inr_cr,cost_tracking_gap_inr_cr,delay_factor_count,delay_factor_severity,project_age_ratio,months_to_planned_completion,schedule_pressure,progress_efficiency,cost_growth_rate,recent_progress_trend_3m,recent_cost_trend_3m,consecutive_underperforming_months,recent_adverse_events_3m,is_terminal_snapshot,final_cost_overrun_pct,cost_overrun
HRI-0195,2019-12,59.83,1959.21,29,2,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,1.36,5.85,4.49,1.36,5.6,4.23,26.67,109.64,153.68,67.92,31.11,24.46,30.06,0.13,1.02,0.0,0.0,5.6,0.0,0.0,0.0,2.7,0.0,9.2,0.0,82.97,-44.040000000000006,3.0,17.5,0.06896551724137931,27,3.4870370370370374,4.3014705882352935,5.0,2.925,76.84,2,2.0,False,10.44,1
HRI-0195,2020-01,59.83,1959.21,29,3,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,2.99,8.37,5.38,2.99,8.04,5.05,58.56,157.47,208.99,98.16,45.14,35.45,30.06,0.17,0.968,0.0,0.0,5.6,0.0,0.0,0.0,4.2,0.0,9.2,0.0,98.91,-51.52000000000001,3.0,19.0,0.10344827586206896,26,3.524230769230769,2.7993311036789295,3.568818306010929,2.7899999999999996,69.66333333333334,3,3.0,False,10.44,1
HRI-0195,2020-02,59.83,1959.21,29,4,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,5.18,11.13,5.95,5.18,10.73,5.54,101.54,210.16,265.8,128.87,58.58,48.05,30.06,0.24,0.894,0.0,0.0,5.6,0.0,1.5,0.0,5.5,0.0,9.2,0.0,108.61999999999999,-55.640000000000015,4.0,21.799999999999997,0.13793103448275862,25,3.5548,2.148648648648649,2.6176876107937757,2.77,68.73,4,3.0,False,10.44,1
HRI-0195,2020-03,59.83,1959.21,29,5,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,7.89,13.92,6.03,7.89,13.44,5.55,154.64,263.39,327.43,162.68,74.71,59.16,30.06,0.83,0.946,0.0,0.0,34.0,0.0,1.5,0.0,8.1,0.0,9.2,0.0,108.75,-64.04000000000002,4.0,52.8,0.1724137931034483,24,3.5866666666666664,1.7642585551330798,2.1173693740300052,2.69,57.916666666666664,5,3.0,False,10.44,1
HRI-0195,2020-04,59.83,1959.21,29,6,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,11.07,16.58,5.51,11.07,16.17,5.1,216.9,316.89,389.75,198.83,89.34,70.68,30.06,0.83,0.986,0.0,0.0,34.0,0.0,1.5,0.0,8.1,0.0,9.2,0.0,99.98999999999998,-72.86000000000001,4.0,52.8,0.20689655172413793,23,3.6269565217391304,1.4977416440831073,1.7969110189027202,2.7366666666666664,60.25333333333333,6,2.0,False,10.44,1
HRI-0195,2020-05,59.83,1959.21,29,7,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,14.67,20.26,5.59,14.67,19.95,5.28,287.35,390.77,480.59,241.49,110.17,86.08,42.02,0.83,0.934,0.0,0.0,34.0,0.0,1.5,0.0,8.2,0.0,9.2,4.8,103.41999999999996,-89.82,5.0,57.7,0.2413793103448276,22,3.6245454545454545,1.3810497614178596,1.672489994779885,3.0433333333333334,71.59666666666665,0,2.0,False,10.44,1
HRI-0195,2020-06,59.83,1959.21,29,8,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,18.63,23.6,4.96,18.63,23.47,4.84,365.03,459.89,545.86,279.13,125.69,97.89,42.02,1.13,0.938,0.0,0.0,34.0,0.0,1.5,0.7,17.5,0.0,9.2,4.8,94.86000000000001,-85.97000000000003,6.0,67.7,0.27586206896551724,21,3.6380952380952385,1.2667740203972089,1.4953839410459415,3.226666666666667,72.81,1,2.0,False,10.44,1
HRI-0195,2020-07,59.83,1959.21,29,9,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,22.92,25.49,2.58,22.92,,,448.97,,617.09,302.96,137.21,105.88,69.82,1.22,0.864,0.0,0.0,34.0,0.0,1.5,0.7,21.2,0.0,18.6,4.8,,,6.0,80.8,0.3103448275862069,20,3.7255000000000003,1.1121291448516577,1.3744570906742097,2.97,75.78000000000002,2,3.0,False,10.44,1
HRI-0195,2020-08,59.83,1959.21,29,10,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,27.47,29.37,1.9,27.47,29.35,1.88,538.22,575.12,701.99,351.19,157.16,122.54,69.82,1.28,0.901,0.0,0.0,34.0,0.0,1.5,0.7,26.3,0.0,18.6,4.8,36.89999999999998,-126.87,6.0,85.89999999999999,0.3448275862068966,19,3.7173684210526314,1.0691663633054242,1.3042807773772807,3.0366666666666666,73.80000000000001,0,3.0,False,10.44,1
HRI-0195,2020-09,59.83,1959.21,29,11,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,32.25,31.5,-0.74,32.25,,,631.81,,746.21,376.49,167.99,130.58,69.82,1.33,0.903,0.0,0.0,34.0,0.0,1.5,0.7,29.5,0.0,18.6,4.8,,,6.0,89.10000000000001,0.3793103448275862,18,3.8055555555555554,0.9767441860465116,1.1810670929551608,2.633333333333333,66.78333333333335,1,3.0,False,10.44,1
HRI-0195,2020-10,59.83,1959.21,29,12,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,37.2,34.58,-2.62,37.2,34.56,-2.63,728.77,677.16,807.41,410.82,182.75,142.61,69.82,1.41,0.888,4.5,0.0,34.0,0.0,1.5,0.7,29.8,0.0,18.6,4.8,-51.610000000000014,-130.25,7.0,93.89999999999999,0.41379310344827586,17,3.848235294117647,0.9295698924731182,1.107907844724673,3.03,63.439999999999976,2,3.0,False,10.44,1
HRI-0195,2020-11,59.83,1959.21,29,13,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,42.27,37.47,-4.8,42.27,37.46,-4.81,828.14,733.98,862.35,442.27,197.0,151.85,69.82,1.41,0.89,4.5,0.0,34.0,0.0,1.5,0.7,29.8,0.0,18.6,4.8,-94.15999999999997,-128.37,7.0,93.89999999999999,0.4482758620689655,16,3.908125,0.8864442867281759,1.0413094404327772,2.6999999999999993,53.45333333333334,3,2.0,False,10.44,1
HRI-0195,2020-12,59.83,1959.21,29,14,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,47.41,40.81,-6.61,47.41,40.69,-6.73,928.96,797.14,931.89,481.44,214.05,165.16,69.82,1.42,0.944,4.5,0.0,34.0,0.0,1.5,0.7,30.8,0.0,18.6,4.8,-131.82000000000005,-134.75,7.0,94.89999999999999,0.4827586206896552,15,3.9459999999999997,0.8607888631090488,1.0031540647605925,3.103333333333334,61.89333333333332,4,2.0,False,10.44,1
HRI-0195,2021-01,59.83,1959.21,29,15,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,52.59,44.04,-8.54,52.59,43.88,-8.71,1030.25,859.65,1003.97,520.65,232.07,179.66,69.82,1.77,0.915,10.7,4.7,34.0,0.0,1.5,0.7,32.1,0.0,18.6,4.8,-170.60000000000002,-144.32000000000005,8.0,107.10000000000001,0.5172413793103449,14,3.9971428571428573,0.8374215630347974,0.9744916282455715,3.1533333333333338,65.52000000000002,5,2.0,False,10.44,1
HRI-0195,2021-02,59.83,1959.21,29,16,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,57.73,46.95,-10.78,57.73,46.8,-10.93,1131.07,916.87,1065.62,557.19,246.22,190.56,69.82,1.84,0.941,10.7,4.7,34.0,0.0,2.7,0.7,33.7,0.0,18.6,4.8,-214.19999999999993,-148.7499999999999,8.0,109.89999999999999,0.5517241379310345,13,4.0807692307692305,0.8132686644725446,0.9421344390709682,3.1600000000000015,67.75666666666662,6,3.0,False,10.44,1
HRI-0195,2021-03,59.83,1959.21,29,17,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,62.8,49.13,-13.67,62.8,49.11,-13.69,1230.44,962.2,1107.2,580.01,256.18,199.32,69.82,1.86,0.906,10.7,4.7,34.0,0.0,2.7,0.7,35.0,0.0,18.6,4.8,-268.24,-145.0,8.0,111.2,0.5862068965517241,12,4.239166666666667,0.7823248407643313,0.8998407073892266,2.7733333333333334,58.43666666666669,7,3.0,False,10.44,1
HRI-0195,2021-04,59.83,1959.21,29,18,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,67.75,52.77,-14.98,67.75,52.9,-14.86,1327.4,1036.33,1187.75,624.62,278.25,213.2,,1.87,0.897,10.7,4.7,34.0,0.0,2.7,0.7,35.1,0.0,18.6,4.8,-291.07000000000016,-151.42000000000007,8.0,111.3,0.6206896551724138,11,4.293636363636363,0.7788929889298893,0.8947943347898146,2.9100000000000015,61.25999999999999,0,3.0,False,10.44,1
HRI-0195,2021-05,59.83,1959.21,29,19,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,72.53,56.02,-16.51,72.53,56.17,-16.36,1420.99,1100.41,1250.9,659.11,295.44,224.66,69.82,1.87,0.858,10.7,4.7,34.0,0.0,2.7,,35.4,0.0,18.6,4.8,-320.5799999999999,-150.49,,,0.6551724137931034,10,4.398,0.7723700537708534,0.8803017614480046,3.0233333333333334,61.76000000000007,1,2.0,False,10.44,1
HRI-0195,2021-06,59.83,1959.21,29,20,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,77.08,57.94,-19.15,77.08,58.17,-18.92,1510.24,1139.63,1290.99,680.79,306.49,231.86,69.82,2.03,0.81,10.7,4.7,34.0,0.0,2.7,0.7,41.3,0.0,18.6,4.8,-370.6099999999999,-151.3599999999999,8.0,117.49999999999999,0.6896551724137931,9,4.673333333333334,0.7516865594187857,0.8548243987710562,2.936666666666665,61.26333333333332,2,2.0,False,10.44,1
HRI-0195,2021-07,59.83,1959.21,29,21,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,81.37,60.61,-20.76,81.37,61.0,-20.37,1594.18,1195.12,1345.35,709.42,320.78,243.22,69.82,2.11,0.831,10.7,4.7,34.0,0.1,2.7,0.7,47.2,0.0,18.6,4.8,-399.0600000000002,-150.23000000000002,9.0,123.49999999999999,0.7241379310344828,8,4.92375,0.7448691163819589,0.8439134853027888,2.613333333333332,52.5333333333333,3,2.0,False,10.44,1
HRI-0195,2021-08,59.83,1959.21,29,22,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,85.33,63.46,-21.88,85.33,64.07,-21.27,1671.86,1255.21,1406.01,744.12,335.17,254.69,69.82,2.22,0.856,10.7,4.7,34.0,0.1,2.7,0.7,53.5,0.0,18.6,4.8,-416.64999999999986,-150.79999999999995,9.0,129.8,0.7586206896551724,7,5.22,0.7437009258174148,0.8409854892156042,2.479999999999999,51.7033333333333,4,3.0,False,10.44,1
HRI-0195,2021-09,59.83,1959.21,29,23,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,88.93,67.19,-21.74,88.93,68.01,-20.92,1742.31,1332.49,1484.2,785.64,357.58,268.7,69.82,2.46,0.982,16.3,4.7,34.0,0.1,2.7,0.7,60.4,0.0,18.6,4.8,-409.81999999999994,-151.71000000000004,9.0,142.3,0.7931034482758621,6,5.468333333333334,0.7555380636455639,0.8518575913585987,3.0833333333333335,64.40333333333335,0,3.0,False,10.44,1
HRI-0195,2021-10,59.83,1959.21,29,24,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,92.11,71.35,-20.75,92.11,72.41,-19.7,1804.57,1418.66,1575.1,838.9,380.35,283.51,69.82,2.53,0.966,16.3,4.7,34.0,0.1,2.7,4.1,61.4,0.0,18.6,4.8,-385.90999999999985,-156.43999999999983,9.0,146.70000000000002,0.8275862068965517,5,5.730000000000001,0.7746173053957225,0.8728395130141806,3.5799999999999983,76.58333333333333,0,3.0,False,10.44,1
HRI-0195,2021-11,59.83,1959.21,29,25,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,94.82,74.88,-19.93,94.82,75.85,-18.97,1857.67,1486.06,1639.01,875.61,396.01,294.97,69.82,2.6,0.951,16.3,5.6,34.0,0.1,2.7,4.1,63.4,0.0,18.6,4.8,-371.6100000000001,-152.95000000000005,9.0,149.60000000000002,0.8620689655172413,4,6.280000000000001,0.7897068129086691,0.8822934105626941,3.806666666666665,77.66666666666667,0,3.0,False,10.44,1
HRI-0195,2021-12,59.83,1959.21,29,26,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,97.01,77.8,-19.21,97.01,78.67,-18.34,1900.65,1541.32,1703.0,912.15,410.21,308.21,69.82,2.61,0.996,16.3,5.6,34.0,0.1,2.7,4.1,64.0,0.0,18.6,4.8,-359.33000000000015,-161.68000000000006,9.0,150.20000000000002,0.896551724137931,3,7.400000000000001,0.8019791774043912,0.8960092599900034,3.5366666666666666,72.93333333333332,1,3.0,False,10.44,1
HRI-0195,2022-01,59.83,1959.21,29,27,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,98.64,81.67,-16.97,98.64,82.32,-16.32,1932.54,1612.82,1787.54,959.66,431.05,324.41,69.82,2.61,0.982,16.3,5.6,34.0,0.1,2.7,4.1,64.0,0.0,18.6,4.8,-319.72,-174.72000000000003,9.0,150.20000000000002,0.9310344827586207,2,9.165,0.8279602595296026,0.924969211504031,3.4400000000000026,70.81333333333335,0,2.0,False,10.44,1
HRI-0195,2022-02,59.83,1959.21,29,28,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,99.65,85.6,-14.06,99.65,86.06,-13.59,1952.38,1686.18,1865.58,1003.2,451.63,338.27,69.82,2.65,1.071,16.3,5.6,34.0,0.1,2.7,4.1,66.9,0.0,18.6,4.8,-266.20000000000005,-179.39999999999986,9.0,153.1,0.9655172413793104,1,14.400000000000006,0.8590065228299045,0.9555414417275324,3.573333333333333,75.52333333333331,0,2.0,False,10.44,1
HRI-0195,2022-03,59.83,1959.21,29,29,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,100.0,89.16,-10.84,100.0,89.62,-10.38,1959.21,1755.79,1941.05,1044.79,470.51,353.11,69.82,2.82,1.224,24.4,5.6,34.0,0.1,2.7,4.1,67.1,0.0,18.6,4.8,-203.42000000000007,-185.26,9.0,161.4,1.0,0,10.840000000000003,0.8916,0.9907309578860867,3.7866666666666666,79.34999999999998,0,2.0,False,10.44,1
HRI-0195,2022-04,59.83,1959.21,29,30,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,100.0,93.1,-6.9,100.0,93.53,-6.47,1959.21,1832.53,2026.23,1092.41,490.81,370.35,69.82,2.84,1.237,24.4,5.6,34.0,0.1,2.7,4.1,68.0,0.0,18.6,4.8,-126.68000000000006,-193.70000000000005,9.0,162.29999999999998,1.0344827586206897,-1,6.900000000000006,0.9309999999999999,1.0342076653344972,3.8099999999999974,79.56333333333335,0,3.0,False,10.44,1
HRI-0195,2022-05,59.83,1959.21,29,31,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,100.0,97.0,-3.0,100.0,97.39,-2.61,1959.21,1908.16,2103.08,1136.15,510.81,383.46,69.82,2.85,1.256,24.4,5.6,34.0,0.1,2.7,4.1,68.4,0.0,18.6,4.8,-51.049999999999955,-194.91999999999985,9.0,162.70000000000002,1.0689655172413792,-2,3.0,0.97,1.073432659081977,3.800000000000002,79.16666666666667,0,3.0,False,10.44,1
HRI-0195,2022-06,59.83,1959.21,29,32,Gujarat,Greenfield Highway,Horizon Engineering & Constructions Ltd,100.0,100.0,0.0,100.0,100.0,0.0,1959.21,1959.21,2163.8,1170.49,525.57,394.82,69.82,3.1,1.067,31.9,5.6,34.0,0.1,2.7,4.1,71.0,0.0,18.6,4.8,0.0,-204.59000000000015,9.0,172.79999999999998,1.103448275862069,-3,0.0,1.0,1.1044247426258544,3.6133333333333346,74.25000000000007,1,3.0,True,10.44,1
HRI-0196,2019-07,56.82,1251.09,30,1,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,0.33,4.45,4.12,0.33,4.49,4.16,4.08,56.13,54.72,32.35,14.02,8.28,0.0,0.07,1.04,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,52.050000000000004,1.4100000000000037,1.0,3.8,0.03333333333333333,29,3.2948275862068965,5.0,5.0,4.45,54.72,0,1.0,False,-0.53,0
HRI-0196,2019-08,56.82,1251.09,30,2,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,1.27,8.48,7.21,1.27,8.67,7.39,15.94,108.41,104.41,59.73,27.07,16.89,0.0,0.71,1.024,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,92.47,4.0,1.0,29.9,0.06666666666666667,28,3.2685714285714282,5.0,5.0,4.24,52.205,0,2.0,False,-0.53,0
HRI-0196,2019-09,56.82,1251.09,30,3,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,2.8,11.87,9.07,2.8,12.18,9.38,35.03,152.4,148.32,82.66,36.55,24.25,4.14,0.72,0.978,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,3.2,0.0,117.37,4.0800000000000125,2.0,33.9,0.1,27,3.264074074074074,4.239285714285714,4.234085069940051,3.9566666666666666,49.44,0,3.0,False,-0.53,0
HRI-0196,2019-10,56.82,1251.09,30,4,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,4.86,14.45,9.59,4.86,14.92,10.06,60.79,186.71,182.89,102.89,45.23,29.9,4.14,0.73,0.992,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,3.2,0.0,125.92000000000002,3.8200000000000216,2.0,34.300000000000004,0.13333333333333333,26,3.2903846153846152,2.973251028806584,3.008554038493173,3.3333333333333335,42.72333333333333,1,3.0,False,-0.53,0
HRI-0196,2019-11,56.82,1251.09,30,5,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,7.41,17.27,9.86,7.41,17.9,10.49,92.67,223.95,215.89,119.37,53.49,36.49,5.56,0.98,1.038,0.0,0.0,0.0,12.7,0.0,0.0,31.9,0.0,4.9,0.0,131.27999999999997,8.060000000000002,3.0,49.49999999999999,0.16666666666666666,25,3.3092,2.330634278002699,2.3296644005611307,2.9299999999999997,37.16,2,3.0,False,-0.53,0
HRI-0196,2019-12,56.82,1251.09,30,6,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,10.4,20.84,10.44,10.4,21.94,11.54,130.11,274.53,252.16,140.04,62.97,42.6,5.56,0.99,1.058,0.0,0.0,0.0,12.7,0.0,0.0,32.3,0.0,4.9,0.0,144.41999999999996,22.369999999999976,3.0,49.9,0.2,24,3.2983333333333333,2.003846153846154,1.9380524171854583,2.99,34.61333333333334,0,3.0,False,-0.53,0
HRI-0196,2020-01,56.82,1251.09,30,7,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,13.79,24.7,10.91,13.79,26.3,12.51,172.56,329.04,295.47,165.16,73.28,50.4,5.56,1.08,1.046,0.0,0.0,0.0,12.7,0.0,0.0,35.5,0.0,4.9,0.0,156.48000000000002,33.56999999999999,3.0,53.1,0.23333333333333334,23,3.273913043478261,1.791153009427121,1.7122739916550767,3.4166666666666665,37.52666666666668,0,3.0,False,-0.53,0
HRI-0196,2020-02,56.82,1251.09,30,8,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,17.54,28.9,11.36,17.54,31.12,13.58,219.45,389.36,351.43,196.52,86.84,61.27,5.56,1.24,1.127,0.0,0.0,0.0,21.0,0.0,0.0,36.8,0.0,4.9,0.0,169.91000000000003,37.93000000000001,3.0,62.699999999999996,0.26666666666666666,22,3.2318181818181815,1.6476624857468642,1.601412622465254,3.8766666666666665,45.18000000000001,0,3.0,False,-0.53,0
HRI-0196,2020-03,56.82,1251.09,30,9,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,21.6,32.58,10.98,21.6,35.35,13.75,270.24,442.31,400.57,220.15,98.88,69.65,10.56,1.33,1.115,0.0,0.0,0.0,23.2,0.0,0.0,,0.0,4.9,5.2,172.07,41.74000000000001,,,0.3,21,3.2104761904761907,1.508333333333333,1.4822750148016577,3.9133333333333327,49.47,0,2.0,False,-0.53,0
HRI-0196,2020-04,56.82,1251.09,30,10,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,25.93,36.0,10.07,25.93,,,324.36,,442.23,244.04,109.84,76.0,10.56,1.78,1.14,0.0,0.0,0.0,23.2,15.8,0.0,39.3,0.0,4.9,5.2,,,5.0,88.4,0.3333333333333333,20,3.2,1.3883532587736214,1.3633925268220495,3.766666666666667,48.919999999999995,0,2.0,False,-0.53,0
HRI-0196,2020-05,56.82,1251.09,30,11,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,30.47,41.24,10.77,30.47,45.2,14.73,381.26,565.54,502.21,275.76,126.06,87.99,10.56,1.84,1.131,0.0,0.0,0.0,23.2,15.8,0.0,41.4,0.0,4.9,5.2,184.27999999999997,63.329999999999984,5.0,90.50000000000001,0.36666666666666664,19,3.092631578947368,1.35346242205448,1.3172375806536223,4.113333333333334,50.25999999999999,0,2.0,False,-0.53,0
HRI-0196,2020-06,56.82,1251.09,30,12,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,35.2,43.21,8.01,35.2,47.42,12.22,440.38,593.27,524.09,287.64,131.6,92.13,10.56,2.17,1.16,0.0,0.0,0.0,23.2,15.8,0.0,55.6,0.0,4.9,5.2,152.89,69.17999999999995,5.0,104.70000000000002,0.4,18,3.155,1.2275568181818182,1.1900858349607157,3.5433333333333343,41.173333333333346,1,3.0,False,-0.53,0
HRI-0196,2020-07,56.82,1251.09,30,13,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,40.06,47.28,7.22,40.06,52.04,11.98,501.18,651.08,580.61,317.8,146.13,103.71,10.56,2.41,1.152,0.0,0.0,0.0,23.2,15.8,0.0,69.6,0.0,4.9,5.2,149.90000000000003,70.47000000000003,5.0,118.7,0.43333333333333335,17,3.101176470588235,1.1802296555167249,1.1584859731034758,3.7600000000000002,46.126666666666665,0,3.0,False,-0.53,0
HRI-0196,2020-08,56.82,1251.09,30,14,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,45.01,51.22,6.21,45.01,56.4,11.39,563.08,705.55,626.59,344.1,157.72,111.69,10.56,2.52,1.146,0.0,0.0,0.0,23.2,15.8,0.0,75.4,0.0,4.9,5.2,142.4699999999999,78.95999999999992,5.0,124.50000000000001,0.4666666666666667,16,3.04875,1.1379693401466342,1.1127903672657526,3.3266666666666658,41.460000000000015,0,3.0,False,-0.53,0
HRI-0196,2020-09,56.82,1251.09,30,15,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,50.0,55.43,5.43,50.0,61.12,11.12,625.54,764.72,677.31,371.19,170.64,122.31,10.56,2.61,1.141,0.0,0.0,0.0,23.2,15.8,0.0,81.4,0.0,4.9,5.2,139.18000000000006,87.41000000000008,5.0,130.5,0.5,15,2.9713333333333334,1.1086,1.0827604949323784,4.073333333333333,51.0733333333333,0,3.0,False,-0.53,0
HRI-0196,2020-10,56.82,1251.09,30,16,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,54.99,59.44,4.45,54.99,65.66,10.67,688.01,821.51,726.66,400.24,183.1,130.08,10.56,2.68,1.119,0.0,0.0,0.0,23.2,15.8,0.0,82.6,1.4,4.9,5.2,133.5,94.85000000000002,6.0,133.1,0.5333333333333333,14,2.8971428571428572,1.0809238043280596,1.0561765090623683,4.053333333333332,48.683333333333316,0,3.0,False,-0.53,0
HRI-0196,2020-11,56.82,1251.09,30,17,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,59.94,63.71,3.77,59.94,70.57,10.63,749.91,882.9,775.44,425.87,195.79,140.53,10.56,2.68,1.147,0.0,0.0,0.0,23.2,15.8,0.0,82.7,1.4,4.9,5.2,132.99,107.45999999999992,6.0,133.2,0.5666666666666667,13,2.7915384615384613,1.0628962295628963,1.0340440852902348,4.163333333333334,49.616666666666674,0,3.0,False,-0.53,0
HRI-0196,2020-12,56.82,1251.09,30,18,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,64.8,67.13,2.33,64.8,,,810.71,,819.42,450.76,205.95,149.44,10.56,2.71,1.157,0.0,0.0,0.0,23.2,15.8,0.0,83.4,1.4,4.9,5.2,,,6.0,133.9,0.6,12,2.739166666666667,1.0359567901234568,1.0107436691295284,3.8999999999999986,47.370000000000005,0,3.0,False,-0.53,0
HRI-0196,2021-01,56.82,1251.09,30,19,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,69.53,71.1,1.57,69.53,79.03,9.5,869.83,988.72,866.6,478.43,216.52,158.36,10.56,2.73,1.153,0.0,0.0,0.0,23.2,15.8,0.0,,1.4,4.9,5.2,118.88999999999999,122.12,,,0.6333333333333333,11,2.627272727272728,1.0225801812167408,0.9962866307209455,3.8866666666666654,46.64666666666668,0,2.0,False,-0.53,0
HRI-0196,2021-02,56.82,1251.09,30,20,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,74.07,73.81,-0.27,74.07,82.02,7.95,926.73,1026.14,897.94,496.3,224.04,164.27,,2.77,1.157,0.0,0.0,0.0,23.2,15.8,0.0,86.7,1.4,4.9,5.2,99.41000000000008,128.20000000000005,6.0,137.2,0.6666666666666666,10,2.6189999999999998,0.9964898069393818,0.9689337779072654,3.366666666666667,40.833333333333336,1,2.0,False,-0.53,0
HRI-0196,2021-03,56.82,1251.09,30,21,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,78.4,77.62,-0.78,78.4,86.29,7.89,980.85,1079.6,940.83,520.53,234.55,172.42,10.56,2.78,1.124,0.0,0.0,0.0,23.2,15.8,0.0,86.9,1.4,4.9,5.2,98.74999999999989,138.76999999999987,6.0,137.4,0.7,9,2.4866666666666664,0.9900510204081633,0.9591986542284753,3.4966666666666697,40.47000000000003,0,2.0,False,-0.53,0
HRI-0196,2021-04,56.82,1251.09,30,22,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,82.46,81.63,-0.83,82.46,90.8,8.34,1031.64,1135.98,988.93,546.7,246.48,182.42,10.56,2.78,1.115,0.0,0.0,0.0,23.2,15.8,0.0,87.0,1.4,4.9,5.2,104.33999999999992,147.05000000000007,6.0,137.5,0.7333333333333333,8,2.2962500000000006,0.9899345137036138,0.9585998991896396,3.5100000000000002,40.77666666666664,0,3.0,False,-0.53,0
HRI-0196,2021-05,56.82,1251.09,30,23,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,86.21,85.22,-0.99,86.21,94.68,8.48,1078.53,1184.59,1032.64,570.84,258.26,190.16,10.56,2.82,1.173,0.0,0.0,0.0,24.3,15.8,0.0,87.6,1.4,4.9,5.2,106.05999999999995,151.94999999999982,6.0,139.2,0.7666666666666667,7,2.1114285714285717,0.9885164134091173,0.9574513458132831,3.8033333333333323,44.90000000000001,0,3.0,False,-0.53,0
