data_provenance,project_id,project_name,highway_number,state,project_type,contractor,project_length_km,original_contract_value_inr_cr,planned_start_date,planned_completion_date,planned_duration_months,reporting_month,months_since_start,project_status,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_expenditure_inr_cr,actual_expenditure_inr_cr,expenditure_variance_pct,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,contractor_productivity_factor,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,planned_cost_to_date_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,final_delay_days,significant_delay,final_cost_overrun_pct,cost_overrun
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-07,11,Ongoing,32.25,35.05,2.81,32.25,35.41,3.16,882.05,968.53,3.16,32.2,47.4,0.0,0.0,0.0,0.0,25.3,1.124,0.0,0.0,0.0,882.05,862.84,479.99,224.7,156.15,0.0,2.0,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-08,12,Ongoing,37.2,38.25,1.05,37.2,38.73,1.53,1017.42,1059.24,1.53,32.2,47.4,0.0,0.0,0.0,0.0,43.0,1.09,0.0,0.0,0.0,1017.42,935.43,518.63,245.29,169.25,0.0,2.26,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-09,13,Ongoing,42.27,39.09,-3.18,42.27,39.63,-2.64,1156.15,1083.97,-2.64,32.2,47.4,11.7,1.4,0.0,0.0,72.9,1.003,0.0,0.0,14.4,1156.15,1002.49,530.47,250.37,173.31,45.47,2.87,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-10,14,Ongoing,47.41,42.25,-5.16,47.41,43.02,-4.4,1296.89,1176.57,-4.4,33.3,47.4,11.7,1.4,0.0,0.0,74.3,1.051,0.0,0.0,14.4,1296.89,1081.77,577.08,269.94,186.34,45.47,2.94,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-11,15,Ongoing,52.59,45.75,-6.84,52.59,46.66,-5.92,1438.32,1276.27,-5.92,33.3,52.5,11.7,1.4,0.0,0.0,75.4,1.165,0.0,0.0,14.4,1438.32,1174.39,629.16,291.92,204.79,45.47,3.05,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2023-12,16,Ongoing,57.73,48.7,-9.03,57.73,49.7,-8.03,1579.06,1359.54,-8.03,33.3,52.5,11.7,1.4,0.0,0.0,78.7,1.168,0.0,0.0,14.4,1579.06,1243.34,666.77,309.9,218.1,45.47,3.09,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-01,17,Ongoing,62.8,52.37,-10.43,62.8,53.48,-9.32,1717.79,1462.79,-9.32,33.3,57.0,11.7,1.4,0.0,,80.2,1.174,0.0,0.0,20.3,1717.79,1363.92,724.1,336.8,237.44,62.38,3.2,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-02,18,Ongoing,67.75,56.76,-10.99,67.75,58.09,-9.66,1853.16,1588.93,-9.66,33.3,57.0,11.7,1.4,0.0,0.0,83.6,1.222,0.0,0.0,20.3,1853.16,1469.08,784.87,360.06,258.51,62.38,3.26,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-03,19,Ongoing,72.53,60.67,-11.86,72.53,62.21,-10.31,1983.81,1701.7,-10.31,33.3,57.0,11.7,3.6,5.2,0.0,86.0,1.126,0.0,0.0,20.3,1983.81,1569.55,840.78,388.38,274.63,62.38,3.38,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-04,20,Ongoing,77.08,63.83,-13.26,77.08,65.64,-11.45,2108.41,1795.28,-11.45,33.3,57.0,11.7,3.6,5.2,0.0,86.2,1.008,0.0,0.0,20.3,2108.41,1644.39,882.81,406.54,289.27,62.38,3.38,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-05,21,Ongoing,81.37,66.57,-14.8,81.37,68.6,-12.77,2225.6,1876.29,-12.77,33.3,57.0,11.7,3.6,5.2,0.0,87.8,1.021,0.0,0.0,20.3,2225.6,1718.76,925.52,426.03,301.41,62.38,3.42,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-06,22,Ongoing,85.33,68.97,-16.36,85.33,71.27,-14.07,2334.05,1949.33,-14.07,40.0,57.0,11.7,3.6,5.2,0.0,96.6,1.043,0.0,0.0,20.3,2334.05,1777.91,958.66,441.24,311.87,62.38,3.75,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-07,23,Ongoing,88.93,72.35,-16.58,88.93,74.97,-13.96,2432.41,2050.5,-13.96,40.0,57.0,11.7,3.6,5.2,0.0,99.2,1.039,0.0,0.0,20.3,2432.41,1869.82,1008.01,465.26,330.36,62.38,3.81,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-08,24,Ongoing,92.11,75.47,-16.63,92.11,78.31,-13.8,2519.32,2141.88,-13.8,40.0,57.0,11.7,3.6,5.2,0.0,103.3,1.068,0.0,8.7,20.3,2519.32,1982.91,1055.37,487.74,344.97,90.98,3.86,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-09,25,Ongoing,94.82,78.45,-16.37,94.82,81.46,-13.36,2593.45,2228.06,-13.36,41.2,57.0,11.7,3.6,10.6,0.0,111.6,1.126,0.0,8.7,20.3,2593.45,2058.03,1099.27,505.82,357.9,90.98,4.06,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-10,26,Ongoing,97.01,82.86,-14.15,97.01,86.14,-10.87,2653.45,2356.1,-10.87,41.2,57.0,11.7,3.6,10.6,0.0,,1.216,0.0,8.7,20.3,2653.45,2171.8,1162.43,532.27,382.04,90.98,4.08,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-11,27,Ongoing,98.64,87.16,-11.47,98.64,90.7,-7.93,2697.98,2480.94,-7.93,41.2,57.0,11.7,3.6,10.6,0.0,114.0,1.267,0.0,8.7,20.3,2697.98,2273.29,1218.23,559.6,400.38,90.98,4.11,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2024-12,28,Ongoing,99.65,91.92,-7.73,99.65,95.62,-4.03,2725.68,2615.5,-4.03,41.2,57.0,11.7,3.6,10.6,0.0,114.6,1.201,0.0,8.7,24.7,2725.68,2401.88,1280.74,585.72,425.12,106.19,4.12,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2025-01,29,Ongoing,100.0,96.75,-3.25,100.0,100.0,0.0,2735.21,2735.21,0.0,41.2,57.0,11.7,3.6,10.6,0.0,116.1,1.181,0.0,8.7,24.7,2735.21,2527.02,1347.09,620.45,449.14,106.19,4.16,31,0,-4.23,0
SYNTHETIC,HRI-0192,NH-747 Expressway Package 4,NH-747,West Bengal,Expressway,Skyline Infraprojects Pvt Ltd,46.34,2735.21,2022-08-01,2025-01-01,29,2025-02,30,Completed,100.0,100.0,0.0,100.0,100.0,0.0,2735.21,2735.21,0.0,41.2,57.0,11.7,3.6,10.6,0.0,118.7,1.188,0.0,8.7,24.7,2735.21,2619.41,1395.98,644.83,468.2,106.19,4.21,31,0,-4.23,0
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2022-10,1,Ongoing,1.0,3.33,2.33,1.0,3.49,2.49,6.21,21.76,2.49,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.811,6.1,0.0,0.0,6.21,22.53,12.81,5.48,4.13,0.0,0.11,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2022-11,2,Ongoing,3.83,8.39,4.56,3.83,9.0,5.17,23.84,56.08,5.17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.846,6.1,0.0,0.0,23.84,60.25,33.36,14.14,12.65,0.0,0.11,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2022-12,3,Ongoing,8.24,14.11,5.87,8.24,15.0,6.76,51.36,93.46,6.76,0.0,0.0,0.0,0.0,0.0,0.0,,0.938,6.1,0.0,0.0,51.36,101.78,56.88,23.69,21.1,0.0,0.11,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-01,4,Ongoing,14.0,19.13,5.12,14.0,20.39,6.39,87.25,127.07,6.39,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.927,6.1,0.0,0.0,87.25,136.51,76.1,33.38,26.88,0.0,0.15,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-02,5,Ongoing,20.86,24.96,4.1,20.86,26.5,5.63,129.99,165.09,5.63,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.968,6.1,5.2,0.0,129.99,188.38,101.35,44.58,35.97,6.33,0.16,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-03,6,Ongoing,28.58,31.02,2.45,28.58,32.93,4.35,178.06,205.18,4.35,0.0,0.0,0.0,0.0,4.3,0.0,7.0,0.983,6.1,10.6,0.0,178.06,238.41,126.49,56.69,43.9,,0.25,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-04,7,Ongoing,36.9,37.61,0.71,36.9,40.16,3.26,229.93,250.21,3.26,0.0,0.0,0.0,0.0,4.3,0.0,7.9,0.914,6.9,10.6,5.3,229.93,292.08,156.05,68.68,51.73,15.36,0.27,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-05,8,Ongoing,45.59,41.68,-3.91,45.59,44.61,-0.98,284.08,277.98,-0.98,0.0,0.0,0.0,4.1,4.3,0.0,9.2,0.885,6.9,10.6,5.3,284.08,318.45,170.49,75.88,56.38,15.36,0.34,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-06,9,Ongoing,54.41,46.72,-7.68,54.41,50.13,-4.27,339.0,312.37,-4.27,0.0,0.0,0.0,7.4,4.3,0.0,9.5,0.901,6.9,10.6,5.3,339.0,352.33,188.52,84.85,63.2,15.36,0.4,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-07,10,Ongoing,63.1,51.54,-11.56,63.1,55.62,-7.48,393.15,346.56,-7.48,0.0,0.0,0.0,7.4,4.3,0.0,11.8,0.863,6.9,10.6,5.3,393.15,386.4,207.5,92.93,70.18,15.36,0.44,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-08,11,Ongoing,71.42,56.69,-14.73,71.42,61.54,-9.88,445.02,383.46,-9.88,0.0,0.0,0.0,7.4,4.3,0.0,20.6,0.873,6.9,10.6,5.3,445.02,421.91,227.26,101.81,76.95,15.36,0.54,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-09,12,Ongoing,79.14,60.58,-18.55,79.14,66.01,-13.13,493.09,411.28,-13.13,0.0,0.0,0.0,19.8,4.3,0.0,31.4,0.921,8.9,10.6,5.3,493.09,452.12,244.41,108.19,83.17,15.36,1.0,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-10,13,Ongoing,86.0,65.42,-20.58,86.0,71.57,-14.43,535.83,445.91,-14.43,0.0,0.0,0.0,31.3,4.3,0.0,31.6,0.934,8.9,10.6,5.3,535.83,484.41,262.33,115.94,89.55,15.36,1.23,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-11,14,Ongoing,91.76,69.55,-22.21,91.76,76.32,-15.44,571.72,475.52,-15.44,0.0,0.0,0.0,31.3,4.3,0.0,34.7,0.839,19.4,10.6,6.5,571.72,516.1,278.46,123.67,95.21,17.34,1.4,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2023-12,15,Ongoing,96.17,73.74,-22.43,96.17,81.14,-15.03,599.24,505.6,-15.03,0.0,0.0,0.0,31.3,4.3,0.0,34.9,0.847,19.4,10.6,7.5,599.24,546.74,293.72,131.78,100.78,19.06,1.41,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2024-01,16,Ongoing,99.0,78.88,-20.13,99.0,86.87,-12.13,616.87,541.26,-12.13,0.0,0.0,0.0,31.3,4.3,0.0,35.1,0.848,19.4,10.6,7.5,616.87,582.33,313.62,140.52,107.73,19.06,1.41,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2024-02,17,Ongoing,100.0,82.86,-17.14,100.0,91.34,-8.66,623.08,569.1,-8.66,0.0,0.0,0.0,36.8,4.3,0.0,35.3,0.81,19.4,10.6,7.5,623.08,609.07,327.65,147.4,113.48,19.06,1.49,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),,27.54,623.08,2022-09-01,2024-02-01,17,2024-03,18,Ongoing,100.0,86.76,-13.24,100.0,95.65,-4.35,623.08,595.95,-4.35,0.0,0.0,0.0,36.8,4.3,0.0,35.5,0.733,19.4,10.6,7.5,623.08,636.53,342.96,154.53,118.49,19.06,1.49,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2024-04,19,Ongoing,100.0,91.03,-8.97,100.0,100.0,0.0,623.08,623.08,0.0,0.0,0.0,0.0,36.8,4.3,0.0,37.7,0.786,19.4,10.6,7.5,623.08,666.26,359.3,162.09,124.3,19.06,1.52,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2024-05,20,Ongoing,100.0,95.76,-4.24,100.0,100.0,0.0,623.08,623.08,0.0,0.0,0.0,0.0,36.8,4.3,0.0,39.5,0.784,19.4,10.6,7.5,623.08,700.18,377.74,171.01,130.84,19.06,1.53,121,1,19.34,1
SYNTHETIC,HRI-0193,NH-883 Road Widening Package 9,NH-883,Rajasthan,Road Widening (4 to 6 lane),Malwa Infrastructure Ltd,27.54,623.08,2022-09-01,2024-02-01,17,2024-06,21,Completed,100.0,100.0,0.0,100.0,100.0,0.0,623.08,623.08,0.0,0.0,0.0,0.0,36.8,4.3,0.0,40.4,0.919,19.4,10.6,7.5,623.08,743.61,400.8,182.29,139.92,19.06,1.55,121,1,19.34,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2019-08,1,Ongoing,0.24,2.67,2.43,0.24,,,5.11,,,0.0,3.5,0.0,3.5,0.0,0.0,15.0,0.823,0.0,0.0,0.0,5.11,62.88,34.49,16.95,10.84,0.0,0.6,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2019-09,2,Ongoing,0.94,4.89,3.94,0.94,5.12,4.18,20.03,108.89,4.18,0.0,3.5,0.0,3.5,0.0,0.0,18.8,0.83,0.0,0.0,0.0,20.03,120.56,67.14,31.15,21.55,0.0,0.72,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2019-10,3,Ongoing,2.08,8.6,6.52,2.08,9.2,7.13,44.18,195.66,7.13,0.0,3.5,3.1,3.5,0.0,0.0,21.7,0.773,0.0,0.0,3.6,44.18,225.15,118.27,55.95,40.09,9.92,0.92,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2019-11,4,Ongoing,3.62,9.76,6.14,3.62,10.5,6.88,76.95,223.26,6.88,0.0,3.5,3.1,3.5,0.0,0.0,22.8,0.782,0.0,0.0,3.6,76.95,254.65,135.6,63.13,45.05,9.92,0.95,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2019-12,5,Ongoing,5.54,12.76,7.22,5.54,13.75,8.21,117.75,292.25,8.21,0.0,3.5,3.1,3.5,0.0,0.0,22.9,0.789,0.0,0.0,3.6,117.75,325.45,173.58,80.46,60.53,9.92,0.95,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-01,6,Ongoing,7.81,16.45,8.64,7.81,17.57,9.76,165.99,373.48,9.76,0.0,3.5,3.1,3.5,0.0,0.0,27.6,0.76,0.0,0.0,11.7,165.99,428.15,222.69,101.89,76.07,26.45,1.05,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-02,7,Ongoing,10.4,18.6,8.2,10.4,19.81,9.41,221.08,421.14,9.41,0.0,3.5,3.1,3.5,0.0,0.0,29.0,0.798,0.0,0.0,11.7,221.08,476.84,249.1,115.07,85.13,26.45,1.08,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-03,8,Ongoing,13.29,21.69,8.4,13.29,23.07,9.79,282.41,490.51,9.79,0.0,3.5,3.1,3.5,0.0,0.0,30.0,0.85,0.0,0.0,11.7,282.41,552.37,291.67,132.41,100.73,26.45,1.11,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-04,9,Ongoing,16.44,23.93,7.49,16.44,25.4,8.97,349.39,540.02,8.97,0.0,3.5,3.1,5.1,0.0,0.0,30.7,0.822,0.0,0.0,11.7,349.39,608.61,324.3,146.88,109.81,26.45,1.17,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-05,10,Ongoing,19.83,27.39,7.57,19.83,29.13,9.3,421.43,619.17,9.3,0.0,3.5,3.1,5.1,0.0,0.0,31.2,0.802,0.0,0.0,11.7,421.43,691.88,369.77,170.14,124.32,26.45,1.19,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-06,11,Ongoing,23.42,30.33,6.9,23.42,32.25,8.83,497.93,685.57,8.83,0.0,5.3,3.1,5.1,0.0,0.0,36.6,0.734,0.0,0.0,11.7,497.93,757.87,405.88,187.07,137.04,26.45,1.43,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-07,12,Ongoing,27.2,32.35,5.14,27.2,34.44,7.24,578.3,732.18,7.24,0.0,5.3,3.1,5.1,0.0,,,0.771,0.0,0.0,11.7,578.3,804.32,432.18,197.42,146.54,26.45,1.73,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-08,13,Ongoing,31.14,34.65,3.51,31.14,36.9,5.76,661.94,784.49,5.76,0.0,5.3,3.1,5.1,0.0,3.1,45.3,0.795,0.0,0.0,11.7,661.94,858.43,463.7,210.43,156.11,26.45,1.74,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-09,14,Ongoing,35.2,35.88,0.68,35.2,,,748.26,,,0.0,5.3,3.1,5.1,0.0,3.1,46.0,0.864,0.0,0.0,11.7,748.26,889.21,480.5,217.94,162.55,26.45,1.76,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-10,15,Ongoing,39.36,38.6,-0.76,39.36,40.79,1.43,836.67,867.01,1.43,0.0,5.3,3.1,5.1,0.0,3.1,46.8,0.883,0.0,0.0,11.7,836.67,958.1,517.82,236.69,175.37,26.45,1.77,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-11,16,Ongoing,43.59,39.71,-3.87,43.59,41.86,-1.72,926.55,889.91,-1.72,0.0,5.3,3.1,5.1,1.4,3.1,54.7,0.856,0.0,0.0,11.7,926.55,984.04,533.29,242.87,179.42,26.45,2.0,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2020-12,17,Ongoing,47.86,42.68,-5.18,47.86,44.64,-3.22,1017.34,948.99,-3.22,0.0,5.3,3.1,5.1,1.4,3.1,54.7,0.851,4.9,0.0,11.7,1017.34,1057.23,574.59,258.93,195.11,26.45,2.15,183,1,16.92,1
SYNTHETIC,HRI-0194,NH-758 Greenfield Highway Package 8,NH-758,Punjab,Greenfield Highway,Meridian Engineering & Constructions Ltd,80.35,2125.75,2019-07-01,2022-06-01,35,2021-01,18,Ongoing,52.14,43.76,-8.39,52.14,45.68,-6.46,1108.41,971.11,-6.46,0.0,7.3,3.1,7.2,1.4,3.1,54.9,0.87,4.9,0.0,11.7,1108.41,1083.4,588.77,265.84,200.08,26.45,2.25,183,1,16.92,1
